battery_id,cycle_uid,capacity,discharge_capacity,voltage_area,internal_resistance,coulombic_efficiency,temp_rise,voltage_drop_rate,dvdq_mean,dvdq_std,cycle_number,SoH
B0005,5122,1.8564874208181568,1.8622082913896925,12995.576751754848,0.2169199660688924,2.0,14.657850760070517,-0.0002058103011911,0.187996773702579,1.0814398610113014,1,1.0
B0005,5124,1.846327249719927,1.8521588067986772,12958.520691570684,0.0,2.0,14.349103366116635,-0.0002049342474538,2.743463921165005,25.52186669707332,2,0.9945272071416716
B0005,5126,1.835349194223408,1.8305573589032884,12912.43915309018,26.272329435834337,2.0,14.086184088788611,-0.0002003457208312,0.2628214240547714,1.3769003348256998,3,0.9886138595081708
B0005,5128,1.8352625275821128,1.8520676920024888,12838.803385055717,0.2355838393543536,2.0,14.11170503829952,-0.0002063511666635,0.2008833270479208,1.0598035704859974,4,0.9885671763794174
B0005,5130,1.8346455082120416,1.840466770409012,12832.621353931749,0.0943676360347693,2.0,14.148336412244756,-0.0002060825901955,0.6266551328682402,3.7235408912751113,5,0.9882348178817772
B0005,5132,1.8356616600675493,1.841679477280969,12900.307868070531,0.0,2.0,14.238912671220184,-0.0002053059634514,1.4499639116974328,11.673241593867502,6,0.9887821697485945
B0005,5134,1.8351461429226603,1.840590979460265,12899.545121090718,0.2705732614308204,2.0,14.13321514402649,-0.0002112417233429,1.292580884528307,10.044458911951727,7,0.9885044855913476
B0005,5136,1.8257567905665533,1.8261409202100451,12669.919929950192,29.117159992795266,2.0,13.807440926954207,-0.0002046357368874,0.0730331750304766,0.7178311439882877,8,0.9834468955151549
B0005,5138,1.8247738529891333,1.830338577696294,12583.403695863324,0.0,2.0,13.892700544578547,-0.0002131344056759,0.1107194887652667,0.6997221205453287,9,0.9829174345738104
B0005,5140,1.824613268496936,1.825154362360376,12586.498508086444,0.2192909840385107,2.0,13.967055928205554,-0.000214347138691,0.630456748565506,3.1978116813026,10,0.9828309354731992
B0005,5142,1.8246195526864504,1.8358131526132837,12497.886922527689,0.2501781770337254,2.0,14.111783954118906,-0.0002203679117112,0.2017252559514398,1.094479615705217,11,0.982834320462208
B0005,5145,1.814201935767392,1.8196543040758224,12392.204106219702,0.9250873550021848,2.0,13.783228330673383,-0.0002159360083441,0.1157153643863441,0.5586842392239706,12,0.977222853989428
B0005,5147,1.8137521577549047,1.81357370857578,12322.671165021944,0.3230624792631001,2.0,13.851003828633864,-0.0002173981742681,0.1765562472600936,0.991864166943872,13,0.9769805803238794
B0005,5149,1.8134404914735824,1.8190442133908529,12312.253855529372,5.785527950681774,2.0,14.073945713386744,-0.0002192861220313,0.2396077790514551,1.260238917671158,14,0.9768127007692818
B0005,5151,1.8025980036306504,1.7972520104446723,12267.180632113306,0.2122503601113495,2.0,13.752105212735056,-0.0002109002301961,0.3824050234673912,2.200285191841212,15,0.9709723768751648
B0005,5153,1.80210690024615,1.8075568831626525,12184.507825166738,0.4709713156661479,2.0,13.753499802910367,-0.0002173837622384,0.2159114960083702,1.1814962091577372,16,0.9707078432300708
B0005,5155,1.802579500826209,1.808222329193781,12116.035286033672,0.6812528808398118,2.0,13.879332323897623,-0.000219209554331,0.054642745165974,0.3031264896147198,17,0.9709624103091468
B0005,5157,1.8030683142834096,1.808723835484247,12042.704710366084,0.0,2.0,14.097960023062305,-0.0002261922681077,0.3696431785990241,3.236595080112896,18,0.9712257104811376
B0005,5159,1.802777624719604,1.8228431458336305,12052.376363237468,0.2822927910866213,2.0,14.19317616248692,-0.0002239866482329,0.2395153327463458,1.759169800921916,19,0.971069130069902
B0005,5162,1.8470259949329195,1.8526045946102436,12737.16953848632,0.2720291198866218,2.0,13.639261549267736,-0.0002091107681467,0.4107405229643813,2.1583094251434813,20,0.994903587398902
B0005,5166,1.847417311283644,1.8532099961480748,12594.261882514242,0.0788883675373586,2.0,14.076425661278716,-0.0002192112396115,0.7417633406255396,5.130665071674687,21,0.995114370594272
B0005,5170,1.8361774213478947,1.84177348928288,12527.585804150742,92.34374034066408,2.0,13.949929137040598,-0.0002144509136606,9.46905587425949,92.14269375841135,22,0.989059985409806
B0005,5174,1.825780747577624,1.8315681510119768,12421.797809804792,0.1033652833391542,2.0,13.949098048167984,-0.0002067033104145,0.0867244039926554,0.4479078993926314,23,0.9834597999985366
B0005,5178,1.8251136435078368,1.830760246465145,12466.903951908444,0.0,2.0,14.111915651300135,-0.000212732657663,0.2695796046954548,1.7684164711216153,24,0.9831004632950898
B0005,5182,1.825581504220376,1.8418811544565272,12189.770164348582,0.0007949893012121,2.0,14.24836182467642,-0.0002207144597384,0.1535287338474937,0.8992439533341389,25,0.9833524772367372
B0005,5186,1.814031127508391,1.81967164150676,12197.966380889337,0.0,2.0,14.04755884397575,-0.0002064757722778,1.7970468097521957,14.720207823219624,26,0.977130847840027
B0005,5190,1.8147691941158937,1.82529031819368,12124.318516298,0.0006134888445629,2.0,14.301102714927108,-0.000220137015232,0.4661645039326836,3.2641652549183897,27,0.9775284086310274
B0005,5194,1.813969388710352,1.8095825895633972,12105.463830917986,106.43489165298593,2.0,14.435181032170991,-0.0002223135711962,0.9894035908738676,6.080193860779924,28,0.9770975921350076
B0005,5198,1.802765665167823,1.8083239355886047,12126.8623112939,0.2822927910866213,2.0,14.206048215810238,-0.0002140358753904,1.0236128819613148,6.834266209829172,29,0.971062688037682
B0005,5202,1.804077040117352,1.8093925598709264,12052.168118216476,0.1016125815567306,2.0,14.393510529371245,-0.0002202464730093,0.5634052634528347,4.308880119742989,30,0.9717690623092357
B0005,5206,1.8518025516704488,1.8516984182462692,12342.860395869691,0.6545086506486988,2.0,14.675104217917593,-0.0002103512138248,0.1985373798372392,1.5128043334502126,31,0.9974764875349148
B0005,5210,1.8307038456739428,1.833434500502917,12158.61244358766,43.29036623336557,2.0,14.290883122822844,-0.00021191144811,0.2363536986132392,1.923259551075202,32,0.9861116348782738
B0005,5214,1.8199041089501269,1.82552007406922,12090.442151475516,0.0007622568837481,2.0,14.317186759156945,-0.0002114723459688,0.2783056719007649,2.1173293321101445,33,0.9802943389447216
B0005,5218,1.809307963702852,1.8119253457013376,12049.66420621194,0.9243443623855296,2.0,14.325167230088624,-0.0002109942034886,0.3191085152035251,2.268728738107754,34,0.9745867078945716
B0005,5222,1.80460990458052,1.80997986098923,11976.867791103836,8.595524742105813,2.0,14.34073567336112,-0.00021656179272,0.9010502174388868,9.30414899275735,35,0.9720560906279804
